recordKey,jsonIndex,id,articleId,publishedAt,publishedDisplay,sourceName,sourceHost,title,storyId,storyTitle,targetKeys,label,sentiment_score,confidence,reason,model,date,month,publishedAtSort,cluster
a-1062,91,a-1062,1062,2025-04-08 07:00:00+00:00,08/04/2025 07:00 UTC,Google News,folha.qconcursos.com,Concurso Segurança Presente RJ: veja o que faz o agente civil - Folha Dirigida,748,Concurso Segurança Presente: Volta Redonda terá vagas para agentes civis com salário de mais de R$ 3 mil - Prefeitura de Volta Redonda,seguranca; seguranca_presente,neutro,0.0,0.7,"A notícia apresenta informações sobre o concurso do programa Segurança Presente, detalhando as atribuições dos agentes civis e as condições de trabalho, sem expressar uma opinião clara ou avaliação positiva ou negativa sobre o programa em si.",gpt-4o-mini,2025-04-08,2025-04,2025-04-08 07:00:00+00:00,11
a-1873,208,a-1873,1873,2025-04-08 19:00:28+00:00,08/04/2025 19:00 UTC,Veja Rio,vejario.abril.com.br,Restaurante que sofreu tentativa de assalto só aceita dinheiro em espécie,1140,Turista é baleado em tentativa de assalto na Praça Mauá,assalto,positivo,1.0,0.8,"A notícia destaca a ação rápida e eficaz da polícia, que conseguiu prender os criminosos e recuperar os pertences roubados, o que reflete positivamente sobre o programa Segurança Presente.",gpt-4o-mini,2025-04-08,2025-04,2025-04-08 19:00:28+00:00,5
a-1055,548,a-1055,1055,2025-04-09 13:51:04+00:00,09/04/2025 13:51 UTC,Google News,rj.gov.br,"INSCRIÇÕES ABERTAS PARA VOLUNTÁRIOS DO ""SEGURANÇA PRESENTE"" - Governo do Estado do Rio de Janeiro",761,"INSCRIÇÕES ABERTAS PARA VOLUNTÁRIOS DO ""SEGURANÇA PRESENTE"" - Governo do Estado do Rio de Janeiro",seguranca; seguranca_presente,neutro,0.0,0.7,"A notícia informa sobre a abertura de inscrições para voluntários do programa 'Segurança Presente', mas não apresenta opiniões ou avaliações que indiquem uma percepção pública clara, positiva ou negativa sobre o programa.",gpt-4o-mini,2025-04-09,2025-04,2025-04-09 13:51:04+00:00,11
a-1626,547,a-1626,1626,2025-04-09 19:29:10+00:00,09/04/2025 19:29 UTC,Tempo Real RJ,temporealrj.com,Programa ‘Ônibus Seguro’ é aprovado em segunda discussão na Alerj,1139,Programa ‘Ônibus Seguro’ é aprovado em segunda discussão na Alerj,seguranca,positivo,1.0,0.8,"A aprovação do programa 'Ônibus Seguro' é apresentada como uma medida para aumentar a segurança dos passageiros, o que é visto de forma positiva, especialmente em um contexto de preocupação com a segurança pública no Rio de Janeiro.",gpt-4o-mini,2025-04-09,2025-04,2025-04-09 19:29:10+00:00,7
a-1226,415,a-1226,1226,2025-04-16 03:18:42+00:00,16/04/2025 03:18 UTC,Diario do Rio,diariodorio.com,Segurança Presente também atuará contra crimes nas relações de consumo,822,Segurança Presente não contém crimes no Centro do Rio: bancas arrombadas e 4 mil casos em setembro,crime; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a ampliação das atividades do programa Segurança Presente, que agora incluirá a proteção dos direitos do consumidor, o que é visto como uma ação positiva para a segurança e bem-estar da população. Além disso, menciona o reconhecimento do programa pela população e a expectativa de que as novas ações ajudem a combater abusos no comércio.",gpt-4o-mini,2025-04-16,2025-04,2025-04-16 03:18:42+00:00,11
a-1225,414,a-1225,1225,2025-04-16 11:45:14+00:00,16/04/2025 11:45 UTC,Diario do Rio,diariodorio.com,Segurança Presente vai ajudar no combate aos crimes contra os consumidores em Jacarepaguá,822,Segurança Presente não contém crimes no Centro do Rio: bancas arrombadas e 4 mil casos em setembro,crime; patrulhamento; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.85,"A notícia destaca a ampliação das funções do programa Segurança Presente, que agora inclui o combate a crimes contra os consumidores, o que é visto como uma melhoria na segurança e proteção dos cidadãos. A expectativa de expansão do programa e a capacitação dos agentes também são apresentadas de forma otimista.",gpt-4o-mini,2025-04-16,2025-04,2025-04-16 11:45:14+00:00,11
a-1625,148,a-1625,1625,2025-04-16 18:36:11+00:00,16/04/2025 18:36 UTC,Tempo Real RJ,temporealrj.com,Polêmico major de Niterói vai receber a Medalha Tiradentes da Alerj,1138,Polêmico major de Niterói vai receber a Medalha Tiradentes da Alerj,seguranca; seguranca_presente,negativo,-1.0,0.8,"A notícia destaca a polêmica em torno do major Clímaco, suas ações controversas e a oposição de partidos ao seu reconhecimento, o que sugere uma percepção pública negativa em relação ao programa Segurança Presente e à conduta do major.",gpt-4o-mini,2025-04-16,2025-04,2025-04-16 18:36:11+00:00,7
a-1224,545,a-1224,1224,2025-04-16 18:54:07+00:00,16/04/2025 18:54 UTC,Diario do Rio,diariodorio.com,Vereador Fernando Armelau persegue assaltante e recupera celulares no Estácio,859,Vereador Fernando Armelau persegue assaltante e recupera celulares no Estácio,assalto; seguranca,positivo,1.0,0.8,"A notícia retrata uma ação do vereador Fernando Armelau que resultou na recuperação de celulares roubados e destaca sua defesa por mais segurança pública, o que pode ser visto como uma atitude positiva em relação à segurança na comunidade.",gpt-4o-mini,2025-04-16,2025-04,2025-04-16 18:54:07+00:00,5
a-1872,540,a-1872,1872,2025-04-17 14:38:09+00:00,17/04/2025 14:38 UTC,Veja Rio,vejario.abril.com.br,Lembra da mãe e filha que ‘moraram’ no McDonald’s? Foram despejadas,1276,Lembra da mãe e filha que ‘moraram’ no McDonald’s? Foram despejadas,seguranca_presente,negativo,-1.0,0.85,"A notícia retrata a situação de vulnerabilidade e despejo de uma mãe e filha, destacando a dificuldade que enfrentam e a falta de aceitação de ajuda do poder público, o que gera uma percepção negativa sobre a situação social e a eficácia das políticas de assistência.",gpt-4o-mini,2025-04-17,2025-04,2025-04-17 14:38:09+00:00,5
a-1223,539,a-1223,1223,2025-04-18 15:14:44+00:00,18/04/2025 15:14 UTC,Diario do Rio,diariodorio.com,Sábado de Aleluia na Igreja dos Mercadores terá procissão e cerimônia majestosa,858,Sábado de Aleluia na Igreja dos Mercadores terá procissão e cerimônia majestosa,ordem_publica; policiamento; seguranca; seguranca_presente,n/a,,0.9,"A notícia não aborda diretamente o programa Segurança Presente, mas menciona que as celebrações têm o apoio de segurança desse programa, sem fornecer uma avaliação ou opinião sobre ele.",gpt-4o-mini,2025-04-18,2025-04,2025-04-18 15:14:44+00:00,5
a-1221,538,a-1221,1221,2025-04-19 15:36:27+00:00,19/04/2025 15:36 UTC,Diario do Rio,diariodorio.com,Grande Coral acompanha cerimônia da Aleluia hoje na rua do Ouvidor,857,Grande Coral acompanha cerimônia da Aleluia hoje na rua do Ouvidor,ordem_publica; policiamento; seguranca; seguranca_presente,n/a,,0.9,"A notícia não aborda diretamente o programa Segurança Presente, mas menciona que o policiamento é feito por agentes desse programa durante as cerimônias. Não há uma avaliação clara sobre a eficácia ou a percepção pública do programa em si.",gpt-4o-mini,2025-04-19,2025-04,2025-04-19 15:36:27+00:00,5
a-1220,169,a-1220,1220,2025-04-22 01:48:30+00:00,22/04/2025 01:48 UTC,Diario do Rio,diariodorio.com,Início do ano é de bons resultados para o Segurança Presente,839,Estado abre pregão para compra de 400 bicicletas elétricas para agentes do Segurança Presente,ordem_publica; seguranca; seguranca_presente; violencia,positivo,1.0,0.9,"A notícia destaca bons resultados do programa Segurança Presente, com aumento significativo nas abordagens e prisões, além de uma sensação de segurança positiva entre a população, conforme mencionado por autoridades.",gpt-4o-mini,2025-04-22,2025-04,2025-04-22 01:48:30+00:00,6
a-964,537,a-964,964,2025-04-28 21:08:00+00:00,28/04/2025 21:08 UTC,Agenda do Poder,agendadopoder.com.br,Comissão de Segurança da Câmara se prepara para tentar barrar contratação temporária na GM,696,Comissão de Segurança da Câmara se prepara para tentar barrar contratação temporária na GM,seguranca,negativo,-1.0,0.8,"A notícia retrata uma forte oposição ao projeto de lei que visa a contratação temporária na Guarda Municipal, com críticas sobre sua constitucionalidade e eficiência, além de descontentamento com a proposta em relação ao programa Segurança Presente.",gpt-4o-mini,2025-04-28,2025-04,2025-04-28 21:08:00+00:00,2
a-1219,318,a-1219,1219,2025-04-30 21:03:19+00:00,30/04/2025 21:03 UTC,Diario do Rio,diariodorio.com,Prefeitura de São Gonçalo intensifica combate a motos barulhentas nas ruas,810,Prefeitura de Niterói realizou quase mil abordagens contra motos barulhentas em janeiro,ordem_publica,positivo,1.0,0.8,"A notícia destaca ações da Prefeitura de São Gonçalo para combater a poluição sonora e melhorar a qualidade de vida dos moradores, o que é visto de forma positiva pela população. O uso do programa Segurança Presente e a resposta às demandas da população indicam um esforço para promover a ordem pública e a tranquilidade na cidade.",gpt-4o-mini,2025-04-30,2025-04,2025-04-30 21:03:19+00:00,5
a-1624,183,a-1624,1624,2025-04-30 21:18:27+00:00,30/04/2025 21:18 UTC,Tempo Real RJ,temporealrj.com,Segurança Presente inaugura nova base em Itaguaí,746,Segurança Presente inaugura sua segunda base em Nova Iguaçu - Prefeitura de Nova Iguaçu,patrulhamento; policiamento; programa_seguranca_presente; seguranca; seguranca_presente; sensacao_de_seguranca,positivo,1.0,0.85,"A notícia destaca a inauguração de uma nova base do programa Segurança Presente, enfatizando a intenção de aumentar a sensação de segurança e a qualidade de vida da população, além de auxiliar pessoas em situação de vulnerabilidade. A descrição do programa e a mudança para um local mais estratégico são apresentadas de forma favorável.",gpt-4o-mini,2025-04-30,2025-04,2025-04-30 21:18:27+00:00,7
a-1623,534,a-1623,1623,2025-05-02 11:08:36+00:00,02/05/2025 11:08 UTC,Tempo Real RJ,temporealrj.com,Lady Gaga: veja o que não pode levar para o show em Copacabana,1137,Lady Gaga: PM já revista o público nos 18 pontos de acesso à área do show,programa_seguranca_presente; seguranca; seguranca_presente,neutro,0.0,0.7,"A notícia se concentra em informações sobre a segurança e fiscalização para o show de Lady Gaga, sem emitir juízos de valor sobre o programa Segurança Presente ou a percepção pública em relação a ele.",gpt-4o-mini,2025-05-02,2025-05,2025-05-02 11:08:36+00:00,9
a-1218,509,a-1218,1218,2025-05-02 17:22:17+00:00,02/05/2025 17:22 UTC,Diario do Rio,diariodorio.com,Tudo que você precisa saber sobre o show da Lady Gaga,856,Tudo que você precisa saber sobre o show da Lady Gaga,crime; furto; patrulhamento; policiamento; roubo; seguranca; seguranca_presente; violencia,n/a,,0.0,"A notícia não aborda o programa Segurança Presente, mas sim um evento de show da Lady Gaga.",gpt-4o-mini,2025-05-02,2025-05,2025-05-02 17:22:17+00:00,9
a-1217,536,a-1217,1217,2025-05-03 12:49:34+00:00,03/05/2025 12:49 UTC,Diario do Rio,diariodorio.com,"Show de Lady Gaga: Copacabana recebe esquema especial com policiamento, saúde e transporte",855,"Show de Lady Gaga: Copacabana recebe esquema especial com policiamento, saúde e transporte",policiamento; seguranca,positivo,1.0,0.8,"A notícia destaca a mobilização de um grande esquema de segurança e serviços para um evento de grande porte, o que sugere uma percepção pública positiva em relação ao programa Segurança Presente, evidenciando a preocupação do governo com a segurança e bem-estar dos cidadãos e turistas.",gpt-4o-mini,2025-05-03,2025-05,2025-05-03 12:49:34+00:00,9
a-1216,535,a-1216,1216,2025-05-03 14:00:11+00:00,03/05/2025 14:00 UTC,Diario do Rio,diariodorio.com,PM faz revista em 18 acessos para show de Lady Gaga e orienta sobre itens proibidos,854,PM faz revista em 18 acessos para show de Lady Gaga e orienta sobre itens proibidos,seguranca,positivo,1.0,0.9,"A notícia destaca a aprovação do público em relação à organização e segurança do evento, com depoimentos positivos de participantes sobre a experiência de entrada e a estrutura do esquema de segurança.",gpt-4o-mini,2025-05-03,2025-05,2025-05-03 14:00:11+00:00,9
a-1622,533,a-1622,1622,2025-05-03 15:08:38+00:00,03/05/2025 15:08 UTC,Tempo Real RJ,temporealrj.com,Lady Gaga: PM já revista o público nos 18 pontos de acesso à área do show,1137,Lady Gaga: PM já revista o público nos 18 pontos de acesso à área do show,seguranca; seguranca_presente,positivo,1.0,0.85,"A percepção pública sobre o programa Segurança Presente é favorável, com relatos de pessoas que se sentiram seguras e satisfeitas com a organização e a revista realizada pela Polícia Militar durante o evento.",gpt-4o-mini,2025-05-03,2025-05,2025-05-03 15:08:38+00:00,9
a-1215,532,a-1215,1215,2025-05-03 19:00:05+00:00,03/05/2025 19:00 UTC,Diario do Rio,diariodorio.com,"Com reforço do ‘Segurança Presente’, fãs e moradores aprovam esquema no show de Lady Gaga em Copacabana",853,"Com reforço do ‘Segurança Presente’, fãs e moradores aprovam esquema no show de Lady Gaga em Copacabana",patrulhamento; seguranca; seguranca_presente,positivo,1.0,0.9,"A notícia retrata uma percepção positiva do programa Segurança Presente, com moradores e turistas aprovando a presença de policiais e elogiando a segurança durante um grande evento.",gpt-4o-mini,2025-05-03,2025-05,2025-05-03 19:00:05+00:00,9
a-1214,531,a-1214,1214,2025-05-03 22:38:13+00:00,03/05/2025 22:38 UTC,Diario do Rio,diariodorio.com,Edifício retrofitado de 16 andares é arrombado e invadido no Centro do Rio,852,Edifício retrofitado de 16 andares é arrombado e invadido no Centro do Rio,seguranca; seguranca_presente,negativo,-1.0,0.8,"A notícia retrata uma invasão de um edifício recém-reformado, destacando a complexidade da situação e a falta de soluções efetivas para o problema de ocupações na região central do Rio de Janeiro, o que gera uma percepção negativa sobre a segurança e a gestão pública.",gpt-4o-mini,2025-05-03,2025-05,2025-05-03 22:38:13+00:00,5
a-1621,530,a-1621,1621,2025-05-05 18:57:22+00:00,05/05/2025 18:57 UTC,Tempo Real RJ,temporealrj.com,Lady Gaga: PM conduz 47 pessoas à delegacia e apreende 251 objetos cortantes,1136,Lady Gaga: PM conduz 47 pessoas à delegacia e apreende 251 objetos cortantes,furto; programa_seguranca_presente; roubo; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a eficácia das ações de segurança durante um grande evento, com a apreensão de objetos cortantes e a prisão de criminosos, além de mencionar a integração entre diferentes órgãos de segurança. O sucesso do evento e o impacto econômico positivo também são ressaltados.",gpt-4o-mini,2025-05-05,2025-05,2025-05-05 18:57:22+00:00,9
a-1213,529,a-1213,1213,2025-05-05 19:02:48+00:00,05/05/2025 19:02 UTC,Diario do Rio,diariodorio.com,Centro do Rio: Prédio invadido no Largo de São Francisco é desocupado,851,Centro do Rio: Prédio invadido no Largo de São Francisco é desocupado,ordem_publica,neutro,0.0,0.7,"A notícia relata a desocupação de um prédio invadido de forma pacífica, com apoio das autoridades, mas não fornece uma avaliação clara sobre a eficácia ou a percepção pública do programa Segurança Presente.",gpt-4o-mini,2025-05-05,2025-05,2025-05-05 19:02:48+00:00,5
a-1620,7,a-1620,1620,2025-05-09 10:54:25+00:00,09/05/2025 10:54 UTC,Tempo Real RJ,temporealrj.com,Ex-agente do Segurança Presente é morto a tiros na Zona Norte; vídeo,765,Base do Segurança Presente é inaugurada no entorno do Aeroporto Internacional do Galeão,programa_seguranca_presente; seguranca; seguranca_presente,muito negativo,-2.0,0.9,"A notícia relata o assassinato de um ex-agente do programa Segurança Presente, o que indica uma falha grave na segurança pública e gera uma percepção negativa sobre a eficácia do programa.",gpt-4o-mini,2025-05-09,2025-05,2025-05-09 10:54:25+00:00,7
a-1619,523,a-1619,1619,2025-05-09 11:25:30+00:00,09/05/2025 11:25 UTC,Tempo Real RJ,temporealrj.com,Cláudio Castro sanciona lei que cria o programa ‘Ônibus Seguro’,950,Cláudio Castro anuncia comitê permanente para garantir segurança nas escolas,seguranca,positivo,1.0,0.8,"A notícia apresenta a criação do programa 'Ônibus Seguro' como uma medida para aumentar a segurança no transporte coletivo, com a contratação de profissionais de segurança, o que é visto como uma ação positiva para a população do Rio de Janeiro.",gpt-4o-mini,2025-05-09,2025-05,2025-05-09 11:25:30+00:00,7
a-1618,522,a-1618,1618,2025-05-12 18:37:56+00:00,12/05/2025 18:37 UTC,Tempo Real RJ,temporealrj.com,Airbnb: debate esvaziado marca reunião com polícias sobre projeto de regulamentação,1135,Airbnb: debate esvaziado marca reunião com polícias sobre projeto de regulamentação,crime; seguranca; seguranca_presente,negativo,-1.0,0.8,"A reunião foi descrita como 'esvaziada' e 'mais expositiva do que aberta ao debate', indicando uma falta de efetividade e resistência ao projeto, o que gera uma percepção negativa sobre a iniciativa de regulamentação.",gpt-4o-mini,2025-05-12,2025-05,2025-05-12 18:37:56+00:00,7
a-1871,521,a-1871,1871,2025-05-16 09:05:37+00:00,16/05/2025 09:05 UTC,Veja Rio,vejario.abril.com.br,"Com vigor imobiliário, Centro da cidade atrai novos habitantes",1275,"Com vigor imobiliário, Centro da cidade atrai novos habitantes",seguranca_presente,positivo,1.0,0.8,"A notícia destaca a revitalização do Centro da cidade através de políticas públicas e incentivos que atraem novos moradores e negócios, além de melhorias na mobilidade e segurança, o que é percebido de forma positiva por diversos entrevistados.",gpt-4o-mini,2025-05-16,2025-05,2025-05-16 09:05:37+00:00,6
a-1212,520,a-1212,1212,2025-05-20 17:28:04+00:00,20/05/2025 17:28 UTC,Diario do Rio,diariodorio.com,Zona Sul do Rio terá policiamento com bicicletas elétricas; veja os bairros atendidos,850,Zona Sul do Rio terá policiamento com bicicletas elétricas; veja os bairros atendidos,policiamento; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a ampliação do programa Segurança Presente com a introdução de bicicletas elétricas para melhorar o policiamento em áreas de difícil acesso, além de mencionar investimentos significativos e a expansão do programa, o que sugere uma percepção positiva em relação às iniciativas de segurança pública.",gpt-4o-mini,2025-05-20,2025-05,2025-05-20 17:28:04+00:00,1
a-1211,518,a-1211,1211,2025-05-29 22:14:28+00:00,29/05/2025 22:14 UTC,Diario do Rio,diariodorio.com,PDT traindo Eduardo Paes – Bastidores do Rio,849,PDT traindo Eduardo Paes – Bastidores do Rio,crime; seguranca; seguranca_presente,n/a,,0.5,A notícia não fornece informações suficientes sobre o programa Segurança Presente para avaliar sua percepção pública.,gpt-4o-mini,2025-05-29,2025-05,2025-05-29 22:14:28+00:00,2
a-1075,137,a-1075,1075,2025-06-10 18:39:52+00:00,10/06/2025 18:39 UTC,Google News,buzios.rj.gov.br,Alexandre Martins se reúne com representante do governo do Estado para implantação do projeto Segurança Presente no município - Prefeitura Municipal de Armação dos Búzios,750,Contêineres do programa Segurança Presente chegam a Búzios neste sábado - Prefeitura Municipal de Armação dos Búzios,seguranca; seguranca_presente,positivo,1.0,0.9,"A notícia destaca a reunião para a implantação do projeto Segurança Presente, enfatizando a importância do projeto para aumentar a sensação de segurança na cidade, o que é visto de forma positiva. O discurso do coordenador do projeto também reforça a ideia de uma polícia de proximidade e a intenção de combater pequenos delitos, o que contribui para uma percepção favorável.",gpt-4o-mini,2025-06-10,2025-06,2025-06-10 18:39:52+00:00,0
a-1210,515,a-1210,1210,2025-06-18 22:06:40+00:00,18/06/2025 22:06 UTC,Diario do Rio,diariodorio.com,Deu ruim na fuga: mulher é presa ao sair de mercado em Ipanema com carrinho cheio sem pagar,848,Deu ruim na fuga: mulher é presa ao sair de mercado em Ipanema com carrinho cheio sem pagar,seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a atuação eficaz do programa Segurança Presente na prisão de uma mulher que tentou furtar mercadorias, evidenciando a presença e a eficácia da segurança pública na região.",gpt-4o-mini,2025-06-18,2025-06,2025-06-18 22:06:40+00:00,5
a-1209,514,a-1209,1209,2025-06-30 15:47:55+00:00,30/06/2025 15:47 UTC,Diario do Rio,diariodorio.com,Brics no Rio: 17 mil agentes reforçam segurança para cúpula no MAM,847,Brics no Rio: 17 mil agentes reforçam segurança para cúpula no MAM,seguranca,positivo,1.0,0.8,"A notícia destaca a mobilização de um grande número de agentes de segurança e o uso de tecnologia avançada para garantir a segurança durante um evento importante, o que sugere uma abordagem proativa e eficaz do governo em relação à segurança pública.",gpt-4o-mini,2025-06-30,2025-06,2025-06-30 15:47:55+00:00,9
a-1208,513,a-1208,1208,2025-06-30 19:05:08+00:00,30/06/2025 19:05 UTC,Diario do Rio,diariodorio.com,Cúpula do Brics no Rio terá segurança com GLO e mobilização de 17 mil agentes,846,Cúpula do Brics no Rio terá segurança com GLO e mobilização de 17 mil agentes,seguranca,positivo,1.0,0.8,"A notícia destaca a mobilização de 17 mil agentes de segurança para garantir a tranquilidade durante a Cúpula do Brics, o que sugere uma preocupação com a segurança e a ordem pública, além de medidas para facilitar a mobilidade urbana.",gpt-4o-mini,2025-06-30,2025-06,2025-06-30 19:05:08+00:00,9
a-1617,237,a-1617,1617,2025-07-02 12:52:27+00:00,02/07/2025 12:52 UTC,Tempo Real RJ,temporealrj.com,Ex-agente do Segurança Presente é condenado por tentativa de feminicídio em Niterói,771,MPRJ descobre que agentes civis do Segurança Presente respondiam por crimes; funcionários foram demitidos,crime; programa_seguranca_presente; seguranca; seguranca_presente,muito negativo,-2.0,0.9,"A condenação de um ex-agente do programa Segurança Presente por tentativa de feminicídio reflete de forma extremamente negativa sobre a eficácia e a imagem do programa, especialmente considerando a natureza violenta do crime e a data em que ocorreu.",gpt-4o-mini,2025-07-02,2025-07,2025-07-02 12:52:27+00:00,7
a-1053,136,a-1053,1053,2025-07-02 21:59:05+00:00,02/07/2025 21:59 UTC,Google News,buzios.rj.gov.br,"Governo do Estado, em parceria com a Prefeitura de Búzios, lança pedra fundamental do projeto Segurança Presente neste sábado, no centro da cidade - Prefeitura Municipal de Armação dos Búzios",750,Contêineres do programa Segurança Presente chegam a Búzios neste sábado - Prefeitura Municipal de Armação dos Búzios,programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.9,"A notícia destaca o lançamento do programa Segurança Presente como uma iniciativa positiva para reforçar a segurança pública em Búzios, com ênfase na redução da criminalidade e na integração com a comunidade.",gpt-4o-mini,2025-07-02,2025-07,2025-07-02 21:59:05+00:00,0
a-1616,512,a-1616,1616,2025-07-03 17:34:54+00:00,03/07/2025 17:34 UTC,Tempo Real RJ,temporealrj.com,"Brics no Rio: veja como vão funcionar transporte, saúde e outros serviços do estado",1134,"Brics no Rio: veja como vão funcionar transporte, saúde e outros serviços do estado",seguranca,neutro,0.0,0.7,"A notícia apresenta informações sobre a mobilização de serviços e segurança durante a Cúpula dos Brics, sem expressar uma opinião clara ou avaliação positiva ou negativa sobre o programa Segurança Presente.",gpt-4o-mini,2025-07-03,2025-07,2025-07-03 17:34:54+00:00,7
a-1870,511,a-1870,1870,2025-07-04 09:01:35+00:00,04/07/2025 09:01 UTC,Veja Rio,vejario.abril.com.br,Pós-dinossauros: a nova era no turismo de Miguel Pereira,1274,Pós-dinossauros: a nova era no turismo de Miguel Pereira,seguranca_presente,positivo,1.0,0.8,"A notícia destaca o crescimento e desenvolvimento do turismo em Miguel Pereira, com a implementação de novos projetos e a atração de visitantes, além de mencionar melhorias na infraestrutura e segurança, o que reflete uma percepção pública favorável ao programa Segurança Presente.",gpt-4o-mini,2025-07-04,2025-07,2025-07-04 09:01:35+00:00,5
a-1207,510,a-1207,1207,2025-07-04 18:08:36+00:00,04/07/2025 18:08 UTC,Diario do Rio,diariodorio.com,Esquadrão Antibomba realiza ação para segurança da Cúpula do Brics,845,Esquadrão Antibomba realiza ação para segurança da Cúpula do Brics,seguranca,positivo,1.0,0.8,"A notícia destaca a mobilização de um grande número de agentes de segurança e o uso de tecnologias avançadas para garantir a segurança durante um evento importante, o que sugere uma percepção pública favorável em relação ao programa Segurança Presente.",gpt-4o-mini,2025-07-04,2025-07,2025-07-04 18:08:36+00:00,9
a-1615,508,a-1615,1615,2025-07-04 20:59:54+00:00,04/07/2025 20:59 UTC,Tempo Real RJ,temporealrj.com,Jogo que segue: Bacellar e Flávio Bolsonaro vão entrar em campo e… disputar uma pelada em Búzios,1133,Jogo que segue: Bacellar e Flávio Bolsonaro vão entrar em campo e… disputar uma pelada em Búzios,seguranca; seguranca_presente,n/a,,0.0,A notícia não fornece informações suficientes sobre o programa Segurança Presente para avaliar sua percepção pública.,gpt-4o-mini,2025-07-04,2025-07,2025-07-04 20:59:54+00:00,7
a-1614,507,a-1614,1614,2025-07-05 20:00:29+00:00,05/07/2025 20:00 UTC,Tempo Real RJ,temporealrj.com,"Uma foto, um gesto: Bacellar circula em Búzios ao lado de Flávio Bolsonaro",1132,"Uma foto, um gesto: Bacellar circula em Búzios ao lado de Flávio Bolsonaro",programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.7,"A notícia menciona o lançamento da pedra fundamental para a construção de uma base do programa Segurança Presente em Búzios, o que indica uma ação positiva em relação à segurança na cidade.",gpt-4o-mini,2025-07-05,2025-07,2025-07-05 20:00:29+00:00,7
a-1032,135,a-1032,1032,2025-07-07 20:54:40+00:00,07/07/2025 20:54 UTC,Google News,buzios.rj.gov.br,Programa Segurança Presente lança pedra fundamental neste sábado em frente à sede da Prefeitura de Búzios - Prefeitura Municipal de Armação dos Búzios,750,Contêineres do programa Segurança Presente chegam a Búzios neste sábado - Prefeitura Municipal de Armação dos Búzios,programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.9,"A notícia destaca o lançamento do programa Segurança Presente como uma iniciativa positiva para aumentar a segurança em Búzios, com a presença de autoridades e a expectativa de redução da criminalidade, além de ações de apoio social.",gpt-4o-mini,2025-07-07,2025-07,2025-07-07 20:54:40+00:00,0
a-1613,58,a-1613,1613,2025-07-08 12:10:40+00:00,08/07/2025 12:10 UTC,Tempo Real RJ,temporealrj.com,Jovem é preso ao usar carro do pai para furtar empresa em Niterói; veja o vídeo,1131,Jovem é preso ao usar carro do pai para furtar empresa em Niterói; veja o vídeo,crime; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a atuação eficaz do programa Segurança Presente na identificação e prisão do jovem envolvido em um furto, o que sugere uma percepção pública positiva sobre a eficácia do programa na segurança da comunidade.",gpt-4o-mini,2025-07-08,2025-07,2025-07-08 12:10:40+00:00,7
a-1612,504,a-1612,1612,2025-07-13 12:00:00+00:00,13/07/2025 12:00 UTC,Tempo Real RJ,temporealrj.com,"Estado lança licitação de até R$ 44,7 milhões para alugar mais de 300 viaturas para Lei Seca e Segurança Presente",773,Estado investe R$ 478 milhões em 'bicos' de PMs no Segurança Presente - A Tribuna RJ,seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a licitação para alugar novas viaturas para o programa Segurança Presente, o que sugere um investimento em segurança pública e a melhoria das operações, o que é geralmente visto de forma positiva pela população.",gpt-4o-mini,2025-07-13,2025-07,2025-07-13 12:00:00+00:00,7
a-1611,503,a-1611,1611,2025-07-16 19:04:28+00:00,16/07/2025 19:04 UTC,Tempo Real RJ,temporealrj.com,Suspeito de assalto é preso após ser identificado por câmeras em São Gonçalo,1130,Suspeito de assalto é preso após ser identificado por câmeras em São Gonçalo,assalto; crime; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a prisão de um suspeito de assalto, evidenciando a eficácia do programa Segurança Presente na identificação e detenção de criminosos, o que é visto de forma positiva pela sociedade.",gpt-4o-mini,2025-07-16,2025-07,2025-07-16 19:04:28+00:00,7
a-1206,502,a-1206,1206,2025-07-24 18:55:05+00:00,24/07/2025 18:55 UTC,Diario do Rio,diariodorio.com,Comando do ‘Centro Presente’ rebate ranking e afirma que Região Central tem queda nos crimes,844,Comando do ‘Centro Presente’ rebate ranking e afirma que Região Central tem queda nos crimes,crime; seguranca,positivo,1.0,0.8,"A notícia destaca a queda nos índices de criminalidade na área atendida pela Operação Segurança Presente, além de receber apoio de empresários e mencionar melhorias na segurança e no comércio local, o que sugere uma percepção pública favorável ao programa.",gpt-4o-mini,2025-07-24,2025-07,2025-07-24 18:55:05+00:00,6
