recordKey,jsonIndex,id,articleId,publishedAt,publishedDisplay,sourceName,sourceHost,title,storyId,storyTitle,targetKeys,label,sentiment_score,grau_ambiguidade,reason,evidencia_sentimento,evento,evento_chave,evento_id,tipo_evento,local,data_evento,descricao_curta,evidencia_evento,model,month
a-1650,43,a-1650,1650,2024-12-07 20:20:02+00:00,07/12/2024 20:20 UTC,Tempo Real RJ,temporealrj.com,Campo Grande ganha base do Segurança Presente após iniciativa de Márcio Gualberto,798,Búzios ganha primeira base do Segurança Presente e vira a 62ª unidade do programa no estado,programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,baixo,A inauguração da base do Segurança Presente é apresentada como uma realização positiva para a segurança local.,"""Esse é um sonho realizado. Hoje, os cidadãos de bem de Campo Grande estão sendo honrados com a chegada do Segurança Presente"".",Inauguração da base do Segurança Presente em Campo Grande,inauguracao-base-seguranca-presente-campo-grande-2024,inauguracao-base-seguranca-presente-campo-grande-2024,inauguracao/expansao,"Campo Grande, Rio de Janeiro",2024-12-06,"Campo Grande ganha a 49ª base do programa Segurança Presente, inaugurada por Márcio Gualberto.","A unidade, inaugurada nesta sexta-feira (6) em Campo Grande, é fruto de uma Indicação Legislativa do deputado estadual Márcio Gualberto.",gpt-4o-mini,2024-12
a-1649,595,a-1649,1649,2024-12-07 22:00:00+00:00,07/12/2024 22:00 UTC,Tempo Real RJ,temporealrj.com,"Violência armada: Rio registra 23 crianças baleadas em 2024, três delas não resistiram",1150,"Violência armada: Rio registra 23 crianças baleadas em 2024, três delas não resistiram",violencia,negativo,-1.0,baixo,"A notícia retrata um aumento alarmante de crianças baleadas, evidenciando falhas na segurança pública.",A violência não poupa nem os que brincam inocentemente.,Registro de 23 crianças baleadas no Rio de Janeiro em 2024,registro-23-criancas-baleadas-rio-2024,registro-23-criancas-baleadas-rio-2024,violencia/crime,Rio de Janeiro,2024,"Em 2024, 23 crianças foram baleadas no Rio, com três mortes registradas.",O Instituto Fogo Cruzado revelou que 23 crianças foram baleadas na Região Metropolitana do Rio neste ano.,gpt-4o-mini,2024-12
a-1252,42,a-1252,1252,2024-12-09 22:18:37+00:00,09/12/2024 22:18 UTC,Diario do Rio,diariodorio.com,Guapimirim ganha base do Segurança Presente e reforça a segurança na região,798,Búzios ganha primeira base do Segurança Presente e vira a 62ª unidade do programa no estado,operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,baixo,"A inauguração da base do Segurança Presente é vista como um reforço positivo na segurança da região, com apoio da população.",A iniciativa foi bem recebida pela população de Guapimirim.,Inauguração da base do Segurança Presente em Guapimirim,inauguracao-base-seguranca-presente-guapimirim-2024,inauguracao-base-seguranca-presente-guapimirim-2024,inauguracao/expansao,Guapimirim,2024-12-09,"Guapimirim ganha a 50ª base do programa Segurança Presente, reforçando a segurança local.","A inauguração aconteceu nesta segunda-feira (9), com a presença do governador Cláudio Castro.",gpt-4o-mini,2024-12
a-1648,239,a-1648,1648,2024-12-19 15:39:29+00:00,19/12/2024 15:39 UTC,Tempo Real RJ,temporealrj.com,Agentes civis do Segurança Presente temem ficar sem 13º salário,771,MPRJ descobre que agentes civis do Segurança Presente respondiam por crimes; funcionários foram demitidos,seguranca; seguranca_presente,negativo,-1.0,baixo,"A notícia retrata a preocupação dos agentes civis com a possibilidade de não receberem o 13º salário, evidenciando problemas financeiros no programa.","Agentes civis do Segurança Presente temem não receber o 13º salário, cujo pagamento está previsto para esta sexta-feira (20).",Agentes civis do Segurança Presente temem não receber 13º salário,agentes-civis-seguranca-presente-temem-nao-receber-13-salario,agentes-civis-seguranca-presente-temem-nao-receber-13-salario,gestao/administracao,Rio de Janeiro,2024-12-20,Agentes civis do Segurança Presente expressam temor sobre o não pagamento do 13º salário devido a problemas financeiros da Uerj.,A Uerj alega não possuir verba suficiente em caixa para quitar os vencimentos e que irá pedir suplementação à Secretaria estadual de Governo.,gpt-4o-mini,2024-12
a-3982,594,a-3982,3982,2024-12-19 15:54:51+00:00,19/12/2024 15:54 UTC,Tempo Real RJ,temporealrj.com,Noite de assaltos e tiroteio no Flamengo,3042,Noite de assaltos e tiroteio no Flamengo,assalto,negativo,-1.0,baixo,"A notícia relata assaltos e um tiroteio na região do Flamengo, evidenciando insegurança.","A notícia relata assaltos e um tiroteio na região do Flamengo, evidenciando insegurança.",Assaltos e tiroteio no Flamengo,assaltos-e-tiroteio-flamengo-2024,assaltos-e-tiroteio-flamengo-2024,violencia/crime,"Flamengo, Rio de Janeiro",2024-12-19,Noite de assaltos e tiroteio no Flamengo com ação da PM.,Agentes do 2º BPM foram acionados por moradores indicando que uma moto estaria praticando assaltos.,gpt-4o-mini,2024-12
a-1251,593,a-1251,1251,2024-12-20 20:28:32+00:00,20/12/2024 20:28 UTC,Diario do Rio,diariodorio.com,Réveillon 2025 no Rio terá esquema de segurança reforçado com 28 mil agentes,880,Réveillon 2025 no Rio terá esquema de segurança reforçado com 28 mil agentes,seguranca,positivo,1.0,baixo,"A notícia destaca o reforço de segurança e a preparação para o Réveillon, evidenciando um esforço positivo do governo.",Este esquema especial demonstra a união de forças para proteger fluminenses e turistas.,Esquema de segurança para o Réveillon 2025 no Rio de Janeiro,esquema-seguranca-reveillon-2025-rio-de-janeiro,esquema-seguranca-reveillon-2025-rio-de-janeiro,gestao/administracao,Rio de Janeiro,2025,O Governo do Estado do Rio de Janeiro anunciou um esquema de segurança com 28 mil agentes para o Réveillon 2025.,"O plano foi apresentado nesta sexta-feira (20/12) e inclui o uso de tecnologia, como drones com reconhecimento facial.",gpt-4o-mini,2024-12
a-1647,592,a-1647,1647,2024-12-20 21:29:28+00:00,20/12/2024 21:29 UTC,Tempo Real RJ,temporealrj.com,Governo divulga esquema de segurança para o réveillon 2025,880,Réveillon 2025 no Rio terá esquema de segurança reforçado com 28 mil agentes,seguranca,positivo,1.0,baixo,"A notícia apresenta um plano de segurança abrangente e bem estruturado para o réveillon, com a participação de diversas forças de segurança.",O plano inclui reforço nos transportes públicos e 28 mil agentes de segurança.,Divulgação do esquema de segurança para o réveillon 2025,divulgacao-esquema-seguranca-reveillon-2025,divulgacao-esquema-seguranca-reveillon-2025,gestao/administracao,Rio de Janeiro,2025-01-01,Governo divulga plano de segurança com 28 mil agentes para o réveillon 2025.,"O governo anunciou nesta sexta-feira (20), o esquema de segurança para o réveillon 2025.",gpt-4o-mini,2024-12
a-1250,591,a-1250,1250,2024-12-30 14:08:15+00:00,30/12/2024 14:08 UTC,Diario do Rio,diariodorio.com,Paes cumpriu 55% das promessas de campanha feitas em 2020 para Prefeitura do Rio; veja lista,879,Paes cumpriu 55% das promessas de campanha feitas em 2020 para Prefeitura do Rio; veja lista,programa_seguranca_presente; seguranca; seguranca_presente,n/a,,baixo,"A notícia não avalia diretamente o programa Segurança Presente, apenas menciona sua expansão como uma promessa não cumprida.",,Cumprimento de promessas de campanha de Eduardo Paes para a Prefeitura do Rio de Janeiro,cumprimento-promessas-campanha-eduardo-paes-2024,cumprimento-promessas-campanha-eduardo-paes-2024,gestao/administracao,Rio de Janeiro,2024-12-31,"Eduardo Paes cumpriu 55% das promessas de campanha feitas em 2020, incluindo a expansão do programa Segurança Presente como promessa não cumprida.","Paes deixou de cumprir 5 promessas, incluindo a expansão do programa Segurança Presente.",gpt-4o-mini,2024-12
a-1249,555,a-1249,1249,2025-01-04 03:10:11+00:00,04/01/2025 03:10 UTC,Diario do Rio,diariodorio.com,Donos de bancas de jornais de Niterói reclamam de assaltos frequentes,878,Donos de bancas de jornais de Niterói reclamam de assaltos frequentes,assalto; roubo,negativo,-1.0,baixo,"A notícia retrata reclamações sobre a frequência de assaltos e a falta de policiamento, evidenciando a insegurança na região.",Adalmir Ferreira afirmou que a sensação de insegurança só aumenta e que não vê resultados práticos contra os delitos.,Aumento de assaltos a bancas de jornais em Niterói,aumento-assaltos-bancas-jornais-niteroi-2025,aumento-assaltos-bancas-jornais-niteroi-2025,violencia/crime,Niterói,2025-01-02,Donos de bancas de jornais em Niterói relatam aumento de assaltos e falta de policiamento.,"O último caso aconteceu na Rua Padre Francisco Lanna, onde um assaltante roubou cinco caixas de cigarro.",gpt-4o-mini,2025-01
a-1248,590,a-1248,1248,2025-01-06 23:20:56+00:00,06/01/2025 23:20 UTC,Diario do Rio,diariodorio.com,"De opositor ferrenho a situação, as voltas de Felipe Michel e Eduardo Paes – Bastidores do Rio",877,"De opositor ferrenho a situação, as voltas de Felipe Michel e Eduardo Paes – Bastidores do Rio",seguranca; seguranca_presente,n/a,,alto,"A notícia não avalia diretamente o programa Segurança Presente, apenas menciona solicitações relacionadas.",,Solicitação de Segurança Presente na Taquara e Bairro Presente no Valqueire,solicitacao-seguranca-presente-taquara-bairro-presente-valqueire-2025,solicitacao-seguranca-presente-taquara-bairro-presente-valqueire-2025,outro,"Taquara e Valqueire, Rio de Janeiro",2025,Vereador solicita Segurança Presente na Taquara e Bairro Presente no Valqueire.,"Rodrigo Vizeu, eleito na região de Jacarepaguá/Valqueire, já fez solicitação de Segurança Presente na Taquara e Bairro Presente no Valqueire.",gpt-4o-mini,2025-01
a-1646,588,a-1646,1646,2025-01-07 20:38:45+00:00,07/01/2025 20:38 UTC,Tempo Real RJ,temporealrj.com,Especialistas alertam para problemas em projeto da Força Municipal armada de Paes,921,Especialistas alertam sobre toda uma nova geração morando na rua,seguranca,negativo,-1.0,baixo,"Especialistas criticam a criação da Força Municipal de Segurança, afirmando que não resolverá os problemas estruturais da segurança pública no Rio.",A iniciativa não resolverá os problemas estruturais da segurança pública no Rio.,Criação da Força Municipal de Segurança pelo prefeito Eduardo Paes,criacao-forca-municipal-seguranca-2025,criacao-forca-municipal-seguranca-2025,gestao/administracao,Rio de Janeiro,2025-01-02,"Prefeito Eduardo Paes cria grupo de estudo para proposta de Força Municipal de Segurança, mas especialistas alertam para problemas.",O Decreto 55.584 cria um Grupo de Trabalho com a missão de estudar e propor a criação da Força Municipal de Segurança.,gpt-4o-mini,2025-01
a-1645,587,a-1645,1645,2025-01-17 10:51:40+00:00,17/01/2025 10:51 UTC,Tempo Real RJ,temporealrj.com,MP denuncia procurador da Uerj e mais 18 por desvio de R$ 6 milhões,1149,MP denuncia procurador da Uerj e mais 18 por desvio de R$ 6 milhões,operacao_seguranca_presente; seguranca; seguranca_presente,n/a,,baixo,"A notícia trata de uma denúncia de desvio de verbas, sem relação direta com o programa Segurança Presente.",,Denúncia de desvio de R$ 6 milhões na Uerj,denuncia-desvio-verbas-uerj-2025,denuncia-desvio-verbas-uerj-2025,denuncia/irregularidade,Rio de Janeiro,2025-01-17,MP denuncia procurador da Uerj e mais 18 por desvio de R$ 6 milhões.,"O Ministério Público (MPRJ) denunciou 19 pessoas, incluindo o procurador da Uerj, por envolvimento em um esquema de desvio de mais de R$ 6 milhões.",gpt-4o-mini,2025-01
a-1879,586,a-1879,1879,2025-01-17 19:31:21+00:00,17/01/2025 19:31 UTC,Veja Rio,vejario.abril.com.br,Ministério Público denuncia 19 pessoas por esquema de corrupção na Uerj,1281,Ministério Público denuncia 19 pessoas por esquema de corrupção na Uerj,seguranca_presente,negativo,-1.0,baixo,"A notícia retrata um esquema de corrupção envolvendo a Uerj, com desvio de recursos públicos, o que gera críticas à gestão.",O MP aponta que recursos que deviam ser utilizados em favor da sociedade acabaram beneficiando indevidamente pessoas apadrinhadas.,Denúncia de corrupção na Uerj envolvendo 19 pessoas,denuncia-corrupcao-uerj-2025,denuncia-corrupcao-uerj-2025,denuncia/irregularidade,Rio de Janeiro,2025-01-17,Ministério Público denuncia 19 pessoas por desvio de mais de 6 milhões de reais na Uerj.,O Ministério Público do Rio denunciou 19 pessoas por um esquema de corrupção na Universidade do Estado do Rio de Janeiro (Uerj).,gpt-4o-mini,2025-01
a-1054,138,a-1054,1054,2025-01-20 08:00:00+00:00,20/01/2025 08:00 UTC,Google News,niteroi.rj.gov.br,Prefeitura de Niterói vai doar 10 motos para o Segurança Presente - Prefeitura Municipal de Niterói,750,Contêineres do programa Segurança Presente chegam a Búzios neste sábado - Prefeitura Municipal de Armação dos Búzios,operacao_seguranca_presente; patrulhamento; seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca a doação de motos e a reforma das bases do programa, além da retomada do patrulhamento, indicando ações positivas para a segurança pública.","""A Prefeitura vai disponibilizar 10 motos para o Segurança Presente e reformar as bases do programa na cidade...""",Doação de 10 motos e reforma das bases do Segurança Presente em Niterói,doacao-motos-reforma-bases-seguranca-presente-niteroi-2025,doacao-motos-reforma-bases-seguranca-presente-niteroi-2025,inauguracao/expansao,Niterói,2025-01-20,Prefeitura de Niterói anuncia doação de 10 motos e reforma das bases do Segurança Presente.,"""Prefeitura de Niterói vai doar 10 motos e reformar as bases da Operação Segurança Presente na cidade.""",gpt-4o-mini,2025-01
a-1644,238,a-1644,1644,2025-01-27 15:36:58+00:00,27/01/2025 15:36 UTC,Tempo Real RJ,temporealrj.com,Agentes do Segurança Presente protestam na Uerj contra salários atrasados,771,MPRJ descobre que agentes civis do Segurança Presente respondiam por crimes; funcionários foram demitidos,programa_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,baixo,"A notícia retrata protestos de agentes do Segurança Presente devido a salários atrasados, indicando insatisfação com a gestão do programa.","Manifestantes afirmam que há pendências atrasadas referentes aos meses de novembro e dezembro de 2024, incluindo o 13º salário.",Protesto de agentes do Segurança Presente na Uerj contra salários atrasados,protesto-agentes-seguranca-presente-uerj-2025,protesto-agentes-seguranca-presente-uerj-2025,denuncia/irregularidade,"Uerj, Rio de Janeiro",2025-01-27,Agentes do Segurança Presente protestam na Uerj por salários atrasados.,"Agentes civis do programa Segurança Presente realizam um protesto no Campus Maracanã da Universidade do Estado do Rio de Janeiro (Uerj), nesta segunda-feira (27).",gpt-4o-mini,2025-01
a-1247,585,a-1247,1247,2025-01-28 22:21:42+00:00,28/01/2025 22:21 UTC,Diario do Rio,diariodorio.com,"Gangue de invasores de imóveis agora atua na rua Sete de Setembro, no Centro",876,"Gangue de invasores de imóveis agora atua na rua Sete de Setembro, no Centro",ordem_publica; seguranca,negativo,-1.0,baixo,A notícia retrata a ação de uma gangue de invasores que causa insegurança e prejuízos ao comércio na Rua Sete de Setembro.,A situação da rua vem piorando a cada dia por conta de arrombamentos e tentativas de furto.,"Ação de gangue de invasores na Rua Sete de Setembro, Centro do Rio",acao-gangue-invasores-rua-sete-setembro-2025,acao-gangue-invasores-rua-sete-setembro-2025,violencia/crime,"Rua Sete de Setembro, Centro do Rio de Janeiro",2025-01-28,Gangue de invasores causa insegurança e prejuízos ao comércio na Rua Sete de Setembro.,"Gangue de invasores agora atua na rua Sete de Setembro, no Centro.",gpt-4o-mini,2025-01
a-1643,584,a-1643,1643,2025-02-01 13:47:05+00:00,01/02/2025 13:47 UTC,Tempo Real RJ,temporealrj.com,"Abertura oficial do carnaval mobiliza 3,3 mil PMs no Rio",1148,"Abertura oficial do carnaval mobiliza 3,3 mil PMs no Rio",patrulhamento; seguranca,positivo,1.0,baixo,"A notícia destaca o reforço de segurança e a mobilização de policiais para o carnaval, o que é visto como uma ação positiva.","A estrutura contará com reforço na segurança pública e patrulhamento preventivo, com mais de 3,3 mil policiais militares.","Abertura oficial do carnaval com mobilização de 3,3 mil PMs no Rio",abertura-oficial-carnaval-2025,abertura-oficial-carnaval-2025,operacao policial,Rio de Janeiro,2025-02-01,"Carnaval de 2025 no Rio conta com 3,3 mil PMs mobilizados para segurança.","Abertura oficial do carnaval mobiliza 3,3 mil PMs no Rio.",gpt-4o-mini,2025-02
a-1246,583,a-1246,1246,2025-02-01 19:25:39+00:00,01/02/2025 19:25 UTC,Diario do Rio,diariodorio.com,Carnaval do Rio de Janeiro 2025: Segurança reforçada e serviços aprimorados para garantir a festa dos foliões,875,Carnaval do Rio de Janeiro 2025: Segurança reforçada e serviços aprimorados para garantir a festa dos foliões,seguranca,positivo,1.0,baixo,"A notícia destaca o reforço na segurança e serviços aprimorados para o Carnaval, evidenciando ações positivas do programa Segurança Presente.","""Aumentamos o policiamento, ampliamos os serviços de patrulhamento...""",Reforço da segurança no Carnaval do Rio de Janeiro 2025,reforco-seguranca-carnaval-rio-2025,reforco-seguranca-carnaval-rio-2025,operacao policial,Rio de Janeiro,2025-02-01,"Operação de segurança para o Carnaval 2025 no Rio de Janeiro com mais de 3,3 mil policiais nas ruas.","""A Polícia Militar preparou um esquema de segurança abrangente para os desfiles dos megablocos no Centro.""",gpt-4o-mini,2025-02
a-1245,386,a-1245,1245,2025-02-02 20:44:24+00:00,02/02/2025 20:44 UTC,Diario do Rio,diariodorio.com,Procurado por homicídios em São Paulo é preso por agentes do Segurança Presente no Recreio,874,Procurado por homicídios em São Paulo é preso por agentes do Segurança Presente no Recreio,seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca a prisão de um procurado por homicídios, evidenciando a efetividade do programa Segurança Presente.",Um homem procurado por dois homicídios em São Paulo é preso por agentes do Programa Segurança Presente.,Prisão de homem procurado por homicídios em São Paulo no Recreio,prisao-homem-procurado-homicidios-sao-paulo-recreio-2025,prisao-homem-procurado-homicidios-sao-paulo-recreio-2025,prisao/apreensao,"Recreio dos Bandeirantes, Rio de Janeiro",2025-02-02,Agentes do Segurança Presente prendem homem procurado por homicídios em São Paulo.,"Ele foi abordado e levado para a delegacia, onde foi confirmado o mandado de prisão.",gpt-4o-mini,2025-02
a-1642,170,a-1642,1642,2025-02-04 18:27:12+00:00,04/02/2025 18:27 UTC,Tempo Real RJ,temporealrj.com,Associação de militares do Rio repudia uso de agentes civis no Segurança Presente,839,Estado abre pregão para compra de 400 bicicletas elétricas para agentes do Segurança Presente,operacao_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,baixo,"A notícia retrata críticas da AME-RJ ao uso de agentes civis no Segurança Presente, questionando sua capacitação e legalidade.",A AME-RJ afirma que os civis não têm o preparo técnico e profissional para atuação no patrulhamento ostensivo.,Repúdio da AME-RJ ao uso de agentes civis no Segurança Presente,repudio-ame-rj-uso-agentes-civis-seguranca-presente-2025,repudio-ame-rj-uso-agentes-civis-seguranca-presente-2025,denuncia/irregularidade,Rio de Janeiro,2025-02-01,A AME-RJ emitiu nota de repúdio contra o uso de agentes civis no programa Segurança Presente.,"A nota de repúdio foi direcionada ao secretário estadual de Governo, André Moura.",gpt-4o-mini,2025-02
a-1641,582,a-1641,1641,2025-02-04 19:36:04+00:00,04/02/2025 19:36 UTC,Tempo Real RJ,temporealrj.com,"Aliado de Bacellar, Castro alfineta Paes em abertura do ano legislativo na Assembleia",1147,"Aliado de Bacellar, Castro alfineta Paes em abertura do ano legislativo na Assembleia",crime; programa_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,baixo,"Bacellar reconheceu que os esforços do programa Segurança Presente ainda 'não bastam', indicando limitações na política de segurança.",Bacellar reconheceu que os esforços atuais ainda 'não bastam'.,Abertura do ano legislativo com foco na segurança pública,abertura-ano-legislativo-seguranca-publica-2025,abertura-ano-legislativo-seguranca-publica-2025,gestao/administracao,Assembleia Legislativa do Rio de Janeiro,2025-02-04,Abertura do ano legislativo destaca a necessidade de melhorias no programa Segurança Presente.,A sessão solene aconteceu um dia após a eleição de Rodrigo Bacellar para a presidência da Assembleia.,gpt-4o-mini,2025-02
a-1244,581,a-1244,1244,2025-02-05 12:06:40+00:00,05/02/2025 12:06 UTC,Diario do Rio,diariodorio.com,Governador do Rio critica ADPF das Favelas e defende atuação policial em comunidades,873,Governador do Rio critica ADPF das Favelas e defende atuação policial em comunidades,seguranca,negativo,-1.0,baixo,"O governador critica restrições da ADPF 635, alegando que prejudicam a segurança pública e limitam a atuação policial.",Castro afirmou que a medida retira das comunidades o direito à segurança pública.,Crítica do governador Cláudio Castro à ADPF 635 sobre operações policiais em favelas,critica-adpf-635-operacoes-policiais-favelas-2025,critica-adpf-635-operacoes-policiais-favelas-2025,gestao/administracao,Rio de Janeiro,2025-02-04,Governador do Rio critica restrições da ADPF 635 que afetam operações policiais em favelas.,"O governador criticou a ADPF 635, que restringe operações policiais em favelas do estado.",gpt-4o-mini,2025-02
a-1640,580,a-1640,1640,2025-02-05 21:13:50+00:00,05/02/2025 21:13 UTC,Tempo Real RJ,temporealrj.com,Cláudio Castro ameaça tirar PMs do programa BRT Seguro de Paes,872,Cláudio Castro ameaça retirar PMs do BRT Seguro caso Paes não invista na Guarda Municipal,criminalidade; seguranca; seguranca_presente,negativo,-1.0,baixo,A declaração do governador Cláudio Castro indica uma ameaça que pode impactar negativamente a segurança no programa BRT Seguro.,"""Prefeitura que não investir na guarda não terá policial militar à sua disposição"".",Ameaça de Cláudio Castro sobre a retirada de PMs do programa BRT Seguro,ameaca-claudio-castro-retirada-pms-brt-seguro-2025,ameaca-claudio-castro-retirada-pms-brt-seguro-2025,gestao/administracao,Rio de Janeiro,2025-02-05,Cláudio Castro ameaça retirar PMs do programa BRT Seguro se a prefeitura não investir na Guarda Municipal.,"""Ameaça de Cláudio Castro sobre a retirada de PMs do programa BRT Seguro"".",gpt-4o-mini,2025-02
a-1243,579,a-1243,1243,2025-02-05 21:48:55+00:00,05/02/2025 21:48 UTC,Diario do Rio,diariodorio.com,Cláudio Castro ameaça retirar PMs do BRT Seguro caso Paes não invista na Guarda Municipal,872,Cláudio Castro ameaça retirar PMs do BRT Seguro caso Paes não invista na Guarda Municipal,seguranca,negativo,-1.0,baixo,"A notícia retrata uma ameaça do governador sobre a retirada de PMs do BRT Seguro, evidenciando tensões na gestão da segurança pública.","""Prefeitura que não investir na Guarda Municipal não terá policial militar à sua disposição"".",Ameaça de retirada de PMs do BRT Seguro por Cláudio Castro,ameaca-retirada-pms-brt-seguro-2025,ameaca-retirada-pms-brt-seguro-2025,gestao/administracao,Rio de Janeiro,2025-02-05,Cláudio Castro ameaça retirar PMs do BRT Seguro se a Prefeitura não investir na Guarda Municipal.,Cláudio Castro sinalizou a possibilidade de retirar policiais militares do programa BRT Seguro.,gpt-4o-mini,2025-02
a-1047,339,a-1047,1047,2025-02-07 08:00:00+00:00,07/02/2025 08:00 UTC,Google News,riodasostras.rj.gov.br,Município vai receber base do Segurança Presente - PMRO - Rio das Ostras,752,Rio das Ostras inaugura Base de Segurança e áreas revitalizadas - PMRO - Rio das Ostras,seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca a instalação de uma base do Segurança Presente e o reforço no efetivo policial, o que é visto como um avanço na segurança da cidade.",O governador garantiu que a cidade receberá o Segurança Presente e um reforço de policiamento.,Instalação da base do Segurança Presente em Rio das Ostras,instalacao-base-seguranca-presente-rio-das-ostras-2025,instalacao-base-seguranca-presente-rio-das-ostras-2025,inauguracao/expansao,Rio das Ostras,2025-02-07,Rio das Ostras receberá uma base do Segurança Presente e reforço no efetivo policial.,"O anúncio foi feito pelo Governador do Estado do Rio de Janeiro, Cláudio Castro, durante um encontro com o prefeito.",gpt-4o-mini,2025-02
a-1242,338,a-1242,1242,2025-02-07 18:21:42+00:00,07/02/2025 18:21 UTC,Diario do Rio,diariodorio.com,Rio das Ostras vai receber base do Segurança Presente,752,Rio das Ostras inaugura Base de Segurança e áreas revitalizadas - PMRO - Rio das Ostras,seguranca; seguranca_presente,positivo,1.0,baixo,A notícia retrata a instalação de uma nova base do Segurança Presente como um reforço positivo na segurança da região.,"O governador garantiu que a base será instalada o mais breve possível, destacando a importância da segurança na região.",Instalação da base do Segurança Presente em Rio das Ostras,instalacao-base-seguranca-presente-rio-das-ostras-2025,instalacao-base-seguranca-presente-rio-das-ostras-2025,inauguracao/expansao,Rio das Ostras,2025-02-07,Rio das Ostras receberá uma nova base do Segurança Presente para reforço na segurança.,"O anúncio foi feito pelo Governador do Estado do Rio de Janeiro, Cláudio Castro, durante um encontro com o prefeito.",gpt-4o-mini,2025-02
a-1241,578,a-1241,1241,2025-02-08 17:49:08+00:00,08/02/2025 17:49 UTC,Diario do Rio,diariodorio.com,Governo do Estado intensifica segurança e serviços para assegurar tranquilidade em megablocos,871,Governo do Estado intensifica segurança e serviços para assegurar tranquilidade em megablocos,patrulhamento; seguranca,positivo,1.0,baixo,"A notícia destaca o reforço de segurança e serviços para garantir a tranquilidade durante o Carnaval, evidenciando uma ação positiva do programa Segurança Presente.","O objetivo é garantir a tranquilidade dos foliões e coibir crimes como furtos, roubos e outros delitos durante o período de folia.",Reforço da Operação Segurança Presente durante o Carnaval,reforco-operacao-seguranca-presente-carnaval-2025,reforco-operacao-seguranca-presente-carnaval-2025,operacao policial,Rio de Janeiro,2025-02-09,Operação Segurança Presente reforça patrulhamento com 370 policiais durante o Carnaval.,"A Operação Segurança Presente, da Secretaria de Estado de Governo, reforçará o patrulhamento para os megablocos neste fim de semana com 370 policiais.",gpt-4o-mini,2025-02
a-1878,577,a-1878,1878,2025-02-11 17:06:42+00:00,11/02/2025 17:06 UTC,Veja Rio,vejario.abril.com.br,O que se sabe sobre o assassinato no estacionamento do Bangu Shopping,1280,O que se sabe sobre o assassinato no estacionamento do Bangu Shopping,seguranca_presente,negativo,-1.0,baixo,"O assassinato de Anderson da Cunha Figueiredo, com ligações com a milícia, retrata um problema de segurança na área.","O crime ocorreu na tarde de segunda (10), e a vítima tinha ligações com a milícia.",Assassinato de Anderson da Cunha Figueiredo no estacionamento do Bangu Shopping,assassinato-anderson-cunha-bangu-shopping-2025,assassinato-anderson-cunha-bangu-shopping-2025,violencia/crime,"Bangu Shopping, Zona Oeste, Rio de Janeiro",2025-02-10,Anderson da Cunha Figueiredo foi assassinado com pelo menos oito disparos no estacionamento do Bangu Shopping.,"O homem foi socorrido por equipe da Segurança Presente e levado para o Hospital Municipal Albert Schweitzer, onde já chegou morto.",gpt-4o-mini,2025-02
a-1639,573,a-1639,1639,2025-02-17 20:58:58+00:00,17/02/2025 20:58 UTC,Tempo Real RJ,temporealrj.com,Cavaliere diz que Força Municipal vai trabalhar em parceria com forças de segurança,1063,Luiz Lima quer Guarda Municipal atuando em parceria com programa Segurança Presente,crime; furto; policiamento; roubo; seguranca; seguranca_presente,neutro,0.0,baixo,"A notícia é informativa sobre a proposta da Força Municipal, sem avaliações claras positivas ou negativas sobre o Segurança Presente.",,Apresentação do projeto da Força Municipal de Segurança no Rio de Janeiro,apresentacao-projeto-forca-municipal-seguranca-2025,apresentacao-projeto-forca-municipal-seguranca-2025,gestao/administracao,Rio de Janeiro,2025-02-17,"O vice-prefeito do Rio apresentou o projeto da Força Municipal de Segurança, que atuará em parceria com as forças estaduais.",Cavaliere explicou que o projeto da Força Municipal de Segurança tem como objetivo trabalhar em parceria com as forças do governo do estado.,gpt-4o-mini,2025-02
a-1638,572,a-1638,1638,2025-02-19 14:27:26+00:00,19/02/2025 14:27 UTC,Tempo Real RJ,temporealrj.com,Rio terá pontos de hidratação para pets durante o calor intenso,870,Cães e gatos ganham pontos de hidratação em dias de calor extremo,operacao_seguranca_presente; seguranca; seguranca_presente,n/a,,baixo,"A notícia não avalia o programa Segurança Presente, apenas menciona a instalação de pontos de hidratação para pets.",,Instalação de pontos de hidratação para pets no Rio de Janeiro,instalacao-pontos-hidratacao-pets-rio-2025,instalacao-pontos-hidratacao-pets-rio-2025,outro,Rio de Janeiro,2025-02-19,O governo do Rio instala pontos de hidratação para pets em resposta ao calor intenso.,"A iniciativa começa a funcionar diariamente a partir desta quarta-feira (19), das 8h às 17h.",gpt-4o-mini,2025-02
